CO_IES;NO_CINE_ROTULO;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_NACESTRANG;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_NACESTRANG;ANO
55;Ciência da computação;116;8;108;0;109;4;1;0;1;0;84;5;8;8;0;0;79;5;74;0;43;35;0;0;0;0;54;1;5;7;0;1;2014
55;Física formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;0;2;4;0;0;0;0;3;0;0;0;0;0;2014
55;Matemática formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;2;1;0;0;0;0;3;0;0;0;1;0;2014
55;Química formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;0;3;9;0;0;0;0;8;0;1;0;0;0;2014
55;Física aplicada;40;20;20;1;37;2;0;0;0;0;25;1;4;8;0;2;12;3;9;0;10;2;0;0;0;0;9;0;0;1;0;0;2014
55;Engenharia aeronáutica;41;6;35;0;41;0;0;0;0;0;36;0;0;4;0;1;32;2;30;0;23;8;0;0;0;0;24;0;5;2;0;0;2014
55;Engenharia ambiental;45;24;21;0;44;1;0;0;0;0;38;0;3;2;0;2;49;22;27;0;28;20;0;0;0;0;41;0;1;1;0;0;2014
55;Engenharia civil;61;9;52;0;59;1;0;1;0;0;49;0;2;9;0;1;53;21;32;0;33;20;0;0;0;0;40;0;5;3;0;1;2014
55;Engenharia de computação (DCN Engenharia);69;8;61;0;67;1;0;0;1;0;49;1;5;5;0;0;34;3;31;0;20;11;0;0;0;0;21;0;3;2;0;1;2014
55;Engenharia de materiais;51;14;37;0;49;2;0;0;0;0;42;2;2;3;0;0;8;2;6;0;8;0;0;0;0;0;7;0;0;1;0;0;2014
55;Engenharia de produção;50;12;38;0;49;1;0;0;0;0;44;1;1;2;0;1;32;9;23;0;22;10;0;0;0;0;30;0;0;0;0;0;2014
55;Engenharia elétrica;60;11;49;0;59;1;0;0;0;0;47;0;4;7;0;1;43;6;37;0;23;20;0;0;0;0;25;1;5;4;0;0;2014
55;Engenharia elétrica;51;4;47;1;48;1;0;0;0;0;41;1;4;5;0;1;33;4;29;0;17;15;0;0;0;0;21;0;2;0;0;0;2014
55;Engenharia mecatrônica;50;2;48;0;49;1;0;0;0;0;37;1;3;8;0;1;40;3;37;0;23;16;0;0;0;0;32;1;0;1;0;3;2014
55;Engenharia mecânica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;5;0;3;3;0;0;0;0;5;0;1;0;0;0;2014
55;Engenharia mecânica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;3;28;0;18;13;0;0;0;0;21;0;2;2;0;0;2014
55;Engenharia mecânica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;2;1;0;0;0;0;2;0;0;0;0;0;2014
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;12;1;0;0;0;0;11;0;1;0;0;0;2014
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;0;1;0;0;0;0;0;2014
55;Física aplicada;38;4;34;0;37;1;0;0;0;0;34;0;0;4;0;0;6;3;3;0;3;3;0;0;0;0;2;0;2;0;0;0;2014
55;Matemática formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;0;5;2;0;0;0;0;5;0;0;1;0;0;2014
55;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;7;0;11;0;0;0;0;0;9;0;2;0;0;0;2014
55;Matemática aplicada e computacional;28;10;18;0;25;1;0;0;0;0;23;0;4;1;0;0;4;1;3;0;1;3;0;0;0;0;3;0;1;0;0;0;2014
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;11;4;0;11;3;0;0;0;0;9;0;0;0;0;0;2014
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;0;3;5;0;0;0;0;5;0;1;1;0;0;2014
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;7;11;0;11;7;0;0;0;0;12;0;3;1;0;0;2014
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;0;7;2;0;0;0;0;8;0;0;0;0;0;2014
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;8;3;0;0;0;0;7;1;1;2;0;0;2014
55;Sistemas de informação;47;3;44;0;38;5;2;1;0;0;32;0;3;2;0;0;26;3;23;0;7;18;1;0;0;0;16;0;1;1;0;0;2014
55;ABI Ciências naturais, matemática e estatística;59;31;28;0;53;4;0;0;0;0;46;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;ABI Ciências naturais, matemática e estatística;60;34;26;0;57;3;0;0;0;0;44;0;4;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;ABI Engenharia, produção e construção;440;92;348;6;418;14;1;1;0;0;323;2;57;35;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;ABI Ciências naturais, matemática e estatística;182;32;150;2;136;18;4;8;3;0;137;5;9;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;ABI Ciências naturais, matemática e estatística;26;11;15;0;16;6;0;1;1;0;16;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;ABI Ciências naturais, matemática e estatística;71;9;62;0;30;28;3;1;2;0;40;5;3;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;ABI Ciências naturais, matemática e estatística;120;46;74;1;113;2;2;0;0;0;81;7;8;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;Astronomia;17;4;13;1;13;2;0;0;0;0;13;0;0;4;0;0;6;2;4;0;4;0;0;1;0;1;5;0;0;0;0;0;2014
55;Ciência da computação;55;5;50;0;51;2;0;0;0;0;33;1;6;7;0;1;14;1;13;0;5;5;2;1;0;0;7;1;3;1;0;0;2014
55;Educação física;60;27;33;0;50;5;1;1;1;0;39;4;4;10;0;2;31;9;22;0;14;10;2;0;1;0;20;3;5;0;0;0;2014
55;Ciências naturais formação de professor;112;52;60;0;69;20;5;6;2;1;64;8;4;34;0;1;30;22;8;0;5;10;3;1;1;1;14;3;7;1;0;0;2014
55;Programas interdisciplinares abrangendo ciências naturais, matemática e estatística;20;1;19;1;19;0;0;0;0;0;13;1;0;3;1;0;13;4;9;0;12;1;0;0;0;0;10;0;1;1;0;0;2014
55;Educação física formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8;7;0;8;5;1;0;0;0;10;1;0;0;0;0;2014
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;12;15;0;18;7;0;1;0;0;20;1;0;4;0;0;2014
55;Engenharia ambiental;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;4;21;0;10;14;0;0;0;0;9;1;1;1;0;0;2014
55;Engenharia civil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;29;94;0;66;51;0;0;0;0;70;2;4;16;0;6;2014
55;Engenharia de computação (DCN Engenharia);34;2;32;0;34;0;0;0;0;0;23;0;8;3;0;0;14;1;13;0;9;5;0;0;0;0;6;0;4;3;0;0;2014
55;Engenharia de computação (DCN Engenharia);46;7;39;1;42;2;1;0;0;0;29;0;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;Engenharia de materiais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;11;0;5;14;0;0;0;0;14;1;0;1;0;0;2014
55;Engenharia de minas;39;18;21;0;39;0;0;0;0;0;26;0;8;5;0;0;11;0;11;0;7;3;0;0;0;0;7;0;1;0;0;0;2014
55;Engenharia de petróleo;47;18;29;0;46;1;0;0;0;0;33;2;5;7;0;1;10;3;7;0;7;3;0;0;0;0;6;0;0;1;1;2;2014
55;Engenharia de produção;65;14;51;1;63;0;0;0;0;0;53;0;9;3;0;1;47;6;41;0;29;18;0;0;0;0;31;0;3;10;0;3;2014
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;6;30;0;27;7;0;1;0;0;25;0;1;7;0;0;2014
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;31;0;19;13;0;0;0;0;21;1;3;3;0;0;2014
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;1;38;0;18;16;0;1;0;0;17;1;4;4;0;0;2014
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;5;32;0;22;14;0;0;0;0;26;0;3;2;0;0;2014
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;9;0;6;6;0;0;0;0;8;0;0;1;0;0;2014
55;Engenharia mecatrônica;58;5;53;0;58;0;0;0;0;0;34;0;12;11;0;0;33;4;29;0;19;14;0;0;0;0;16;1;2;7;0;1;2014
55;Engenharia mecânica;67;10;57;0;65;2;0;0;0;0;50;3;5;7;0;1;71;9;62;0;39;30;0;0;0;0;53;0;4;6;0;2;2014
55;Engenharia metalúrgica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;11;0;3;8;0;0;0;0;7;1;0;1;0;0;2014
55;Engenharia naval;38;2;36;0;38;0;0;0;0;0;33;0;4;1;0;0;30;2;28;0;16;10;0;0;0;0;19;0;1;3;0;2;2014
55;Engenharia química;58;19;39;1;57;0;0;0;0;0;45;0;6;5;0;0;62;24;38;0;50;12;0;0;0;0;41;0;3;11;0;2;2014
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;9;27;0;25;8;1;0;0;0;32;0;0;4;0;0;2014
55;Física formação de professor;117;26;91;0;65;22;4;8;2;0;71;4;8;16;0;0;62;24;38;0;17;20;2;5;2;1;36;1;3;1;1;0;2014
55;Física;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;57;11;46;0;27;25;1;0;0;0;47;1;4;1;0;0;2014
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2;0;0;0;0;2;0;0;0;0;0;2014
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;1;2;0;0;0;0;2;0;0;1;0;0;2014
55;Ciências naturais formação de professor;47;29;18;0;22;9;6;5;0;0;30;3;3;6;1;3;23;11;12;0;5;6;4;3;1;1;10;2;3;3;0;1;2014
55;Geofísica;33;10;23;0;28;3;0;1;0;0;25;0;1;6;0;0;36;11;25;0;13;18;0;0;1;0;21;0;2;2;0;0;2014
55;Geologia;57;21;36;1;51;3;0;1;0;1;45;3;0;2;0;1;49;8;41;0;24;19;1;0;0;0;31;1;8;2;0;0;2014
55;Matemática;35;11;24;0;28;4;1;2;0;0;25;0;1;2;0;1;10;3;7;0;8;2;0;0;0;0;8;0;1;1;0;0;2014
55;Matemática formação de professor;169;54;115;1;103;29;7;8;2;0;109;3;14;25;0;2;51;20;31;0;19;19;2;3;3;0;25;2;12;1;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;2;0;0;0;0;0;3;0;0;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;0;0;0;0;2;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;0;0;0;1;0;1;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;1;4;1;0;0;0;6;0;0;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;0;2;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;11;0;4;6;0;0;0;0;6;0;1;2;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;1;3;0;0;0;0;3;0;1;0;0;0;2014
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0;0;1;1;0;0;2014
55;Meteorologia;34;11;23;0;23;6;2;0;1;0;24;2;1;6;0;0;18;6;12;0;6;10;1;0;0;0;12;0;2;0;0;0;2014
55;Oceanografia;40;19;21;0;38;2;0;0;0;0;31;2;0;4;0;1;22;13;9;0;9;13;0;0;0;0;15;1;4;2;0;0;2014
55;Química formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;0;5;6;0;0;1;0;7;0;0;0;0;0;2014
55;Química formação de professor;5;2;3;0;2;2;0;0;0;0;3;0;0;0;0;0;9;5;4;0;1;6;0;1;0;0;4;0;1;1;0;0;2014
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;30;33;0;41;22;0;0;0;0;48;0;6;5;0;0;2014
55;Química;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;20;14;6;0;9;7;0;0;0;0;15;0;4;0;0;0;2014
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2014
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;8;0;8;5;0;0;0;0;8;0;2;0;0;0;2014
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;0;0;0;0;0;2;0;0;0;0;0;2014
55;Sistemas de informação;177;25;152;0;155;15;2;0;0;0;119;6;12;30;1;3;117;18;99;0;75;36;1;2;0;0;75;4;17;14;0;0;2014
55;Ciências naturais formação de professor;22;14;8;0;4;3;2;6;1;1;19;0;0;3;0;0;12;9;3;0;1;1;2;3;3;0;4;0;1;0;0;0;2014
55;Ciências naturais formação de professor;24;11;13;0;1;2;3;11;2;0;19;3;0;0;0;0;16;12;4;0;0;3;3;6;1;0;4;0;0;0;0;0;2014
55;Ciências naturais formação de professor;14;10;4;0;1;6;3;1;0;0;10;0;0;4;0;0;13;9;4;0;0;0;3;3;1;0;3;1;0;0;0;0;2014
55;Ciências naturais formação de professor;100;55;45;0;8;15;18;26;15;1;58;8;4;26;0;1;21;14;7;0;0;2;3;4;7;1;5;3;1;0;0;0;2014
55;Ciências naturais formação de professor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014
55;Engenharia ambiental;37;17;20;1;34;2;0;0;0;0;36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Engenharia bioquímica;38;22;16;0;36;2;0;0;0;0;38;0;0;0;0;0;20;9;11;0;10;8;0;0;0;0;16;1;2;1;0;0;2015
55;Engenharia de materiais;41;14;27;0;40;1;0;0;0;0;41;0;0;0;0;0;44;12;32;0;15;28;0;0;0;0;30;0;3;2;0;0;2015
55;Engenharia de produção;38;10;28;1;36;1;0;0;0;0;37;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Engenharia física;40;5;35;0;40;0;0;0;0;0;33;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Engenharia química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;20;31;0;12;36;0;0;0;0;35;3;7;0;0;0;2015
55;Engenharia química;151;67;84;4;147;0;0;0;0;0;143;1;5;2;0;0;64;32;32;0;28;36;0;0;0;0;44;0;8;2;0;0;2015
55;Ciências agrárias formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;12;9;0;10;7;0;0;0;0;19;0;1;0;0;0;2015
55;Engenharia florestal;34;18;16;0;31;3;0;0;0;0;29;0;5;0;0;0;42;26;16;0;23;18;0;0;0;0;38;0;2;0;0;0;2015
55;Engenharia de alimentos;107;71;36;0;103;4;0;0;0;0;100;2;4;1;0;2;90;68;22;0;25;64;0;0;0;0;59;0;2;9;0;1;2015
55;Engenharia de biossistemas;61;27;34;1;58;1;0;0;0;0;54;2;3;2;0;1;25;9;16;0;13;12;0;0;0;0;25;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;18;12;6;0;16;2;0;0;0;0;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;24;19;5;0;22;1;1;0;0;0;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;59;28;31;1;58;0;0;0;0;0;53;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;7;16;0;15;6;1;0;0;0;9;1;3;0;0;0;2015
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;9;4;0;5;7;0;0;0;0;10;1;0;0;0;0;2015
55;Física médica;43;22;21;3;35;3;1;0;0;0;34;0;8;1;0;0;21;9;12;0;16;3;0;1;0;0;15;0;3;1;0;0;2015
55;Matemática aplicada e computacional;45;20;25;0;42;2;1;0;0;0;38;1;4;0;0;1;22;13;9;0;16;5;0;0;1;0;12;0;6;1;0;0;2015
55;Química formação de professor;39;17;22;0;35;2;0;0;0;0;33;2;3;0;1;0;15;10;5;0;6;5;1;1;0;0;8;0;4;0;0;0;2015
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;10;0;6;6;0;0;0;0;10;0;1;1;0;0;2015
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;6;0;7;3;0;0;0;0;6;0;0;1;0;0;2015
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;15;9;0;21;3;0;0;0;0;18;0;2;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;20;8;12;0;16;2;0;1;0;0;17;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Engenharia, produção e construção;50;5;45;0;50;0;0;0;0;0;48;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;38;9;29;0;38;0;0;0;0;0;36;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;24;9;15;1;21;1;0;1;0;0;21;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;48;23;25;0;47;0;0;1;0;0;42;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Ciência da computação;92;6;86;5;83;2;0;1;0;0;86;1;2;2;0;2;64;9;55;0;32;28;0;0;0;0;51;0;4;4;0;1;2015
55;Física formação de professor;2;1;1;0;1;1;0;0;0;0;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2015
55;Matemática formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;1;2;0;0;0;0;3;0;0;0;0;0;2015
55;Química formação de professor;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;9;6;3;0;1;5;0;1;0;0;6;1;1;0;0;0;2015
55;Física aplicada;35;21;14;0;35;0;0;0;0;0;34;0;1;0;0;0;16;12;4;0;13;3;0;0;0;0;12;0;1;0;0;0;2015
55;Engenharia aeronáutica;38;1;37;0;38;0;0;0;0;0;37;0;1;0;0;2;33;5;28;0;18;14;0;0;0;0;27;0;5;0;0;0;2015
55;Engenharia ambiental;40;24;16;0;39;0;0;0;0;0;39;0;0;0;0;1;38;16;22;0;22;15;0;0;0;0;31;0;3;2;0;0;2015
55;Engenharia civil;62;18;44;1;61;0;0;0;0;0;58;1;3;0;0;1;51;16;35;0;32;18;0;0;0;0;44;0;3;2;0;0;2015
55;Engenharia de computação (DCN Engenharia);48;4;44;0;48;0;0;0;0;0;48;0;0;0;0;2;23;2;21;0;12;10;0;0;0;0;19;0;0;1;0;0;2015
55;Engenharia de materiais;44;13;31;0;44;0;0;0;0;0;43;0;1;0;0;0;23;6;17;0;15;8;0;0;0;0;19;0;0;2;0;0;2015
55;Engenharia de produção;44;13;31;0;44;0;0;0;0;0;44;0;0;0;0;1;46;10;36;0;35;11;0;0;0;0;39;0;4;3;0;0;2015
55;Engenharia elétrica;49;7;42;1;48;0;0;0;0;0;45;0;4;0;0;0;34;4;30;0;18;16;0;0;0;0;24;0;3;2;0;0;2015
55;Engenharia elétrica;44;7;37;0;44;0;0;0;0;0;42;0;2;0;0;0;35;4;31;0;19;15;0;0;0;0;22;0;4;1;0;0;2015
55;Engenharia mecatrônica;44;4;40;0;44;0;0;0;0;0;42;0;1;1;0;2;45;5;40;0;31;14;0;0;0;0;36;1;5;3;0;0;2015
55;Engenharia mecânica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;1;2;0;0;0;0;2;0;1;0;0;0;2015
55;Engenharia mecânica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1;28;0;20;9;0;0;0;0;25;0;0;3;0;0;2015
55;Engenharia mecânica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2015
55;Física;9;1;8;0;8;1;0;0;0;0;8;0;1;0;0;0;18;4;14;0;14;4;0;0;0;0;9;1;1;1;0;0;2015
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;5;1;0;0;0;0;4;0;0;0;0;0;2015
55;Física aplicada;41;8;33;0;38;3;0;0;0;0;32;1;7;0;0;0;5;0;5;0;3;2;0;0;0;0;4;0;0;0;0;0;2015
55;Matemática formação de professor;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;7;4;3;0;5;2;0;0;0;0;6;0;0;1;0;0;2015
55;Matemática;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;7;3;4;0;3;4;0;0;0;0;5;1;0;0;0;0;2015
55;Matemática aplicada e computacional;18;4;14;0;15;2;0;0;1;0;15;1;1;1;0;0;7;3;4;0;5;2;0;0;0;0;5;0;1;1;0;0;2015
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;3;0;5;4;0;0;0;0;7;0;1;0;0;0;2015
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;6;0;7;2;0;0;0;0;9;0;0;0;0;0;2015
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;4;0;6;3;0;0;0;0;7;0;2;0;0;0;2015
55;Química;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;1;1;0;0;2015
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;4;0;8;1;0;0;0;0;6;0;1;1;0;0;2015
55;Sistemas de informação;31;4;27;0;21;6;1;0;0;0;27;0;2;2;0;1;44;5;39;0;17;23;2;0;0;0;36;1;3;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;60;31;29;0;54;2;0;3;0;0;55;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;56;24;32;1;55;0;0;0;0;0;54;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Engenharia, produção e construção;375;77;298;3;365;2;2;0;0;0;363;1;8;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;151;22;129;4;114;15;3;4;2;1;144;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;17;4;13;0;14;0;1;1;0;0;13;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;44;5;39;0;20;12;2;4;2;0;38;2;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;ABI Ciências naturais, matemática e estatística;7;0;7;0;4;1;0;1;1;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Astronomia;12;2;10;0;8;2;1;0;1;0;12;0;0;0;0;0;10;6;4;0;8;2;0;0;0;0;10;0;0;0;0;0;2015
55;Ciência da computação;46;3;43;0;40;2;1;0;0;0;43;1;0;2;0;0;41;6;35;0;21;14;0;0;0;0;23;1;4;3;0;0;2015
55;Ciências naturais formação de professor;100;52;48;0;73;14;2;1;2;0;84;4;12;0;0;2;31;18;13;0;8;10;3;3;1;0;14;3;11;0;0;0;2015
55;Programas interdisciplinares abrangendo ciências naturais, matemática e estatística;10;0;10;1;8;1;0;0;0;0;10;0;0;0;0;0;12;2;10;0;10;2;0;0;0;0;10;0;1;1;0;0;2015
55;Educação física formação de professor;4;1;3;0;0;3;0;0;0;0;3;0;0;1;0;0;7;5;2;0;4;2;0;0;0;0;3;0;2;0;0;0;2015
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;18;10;0;21;7;0;0;0;0;20;0;2;2;0;0;2015
55;Educação física;55;23;32;1;39;4;3;3;1;0;41;5;7;2;0;0;20;7;13;0;7;6;2;1;1;1;9;3;5;1;0;1;2015
55;Engenharia ambiental;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;27;13;14;0;9;16;0;0;0;0;19;0;0;2;0;0;2015
